2014/04/12 16:28:37 [warn] 12996#0: *1 upstream sent more data than specified in "Content-Length" header while reading upstream, client: 127.0.0.1, server: , request: "GET /httptest/bin3 HTTP/1.1", upstream: "http://127.0.0.1:8090/httptest/bin3", host: "localhost:8010"
2014/04/12 16:28:37 [warn] 12996#0: *1 upstream sent more data than specified in "Content-Length" header while reading upstream, client: 127.0.0.1, server: , request: "GET /httptest/bin3 HTTP/1.1", upstream: "http://127.0.0.1:8090/httptest/bin3", host: "localhost:8010"
2014/04/12 16:28:37 [warn] 12996#0: *1 upstream sent more data than specified in "Content-Length" header while reading upstream, client: 127.0.0.1, server: , request: "GET /httptest/bin3 HTTP/1.1", upstream: "http://127.0.0.1:8090/httptest/bin3", host: "localhost:8010"
2014/04/12 16:28:38 [warn] 12996#0: *1 upstream sent more data than specified in "Content-Length" header while reading upstream, client: 127.0.0.1, server: , request: "GET /httptest/bin3 HTTP/1.1", upstream: "http://127.0.0.1:8090/httptest/bin3", host: "localhost:8010"
2014/04/12 16:28:38 [warn] 12996#0: *1 upstream sent more data than specified in "Content-Length" header while reading upstream, client: 127.0.0.1, server: , request: "GET /httptest/bin3 HTTP/1.1", upstream: "http://127.0.0.1:8090/httptest/bin3", host: "localhost:8010"
2014/04/12 16:32:39 [warn] 12996#0: *8 upstream sent more data than specified in "Content-Length" header while reading upstream, client: 127.0.0.1, server: , request: "GET /httptest/wikipedia_russia.html HTTP/1.1", upstream: "http://127.0.0.1:8090/httptest/wikipedia_russia.html", host: "localhost:8010"
2014/04/12 16:32:39 [warn] 12996#0: *8 upstream sent more data than specified in "Content-Length" header while reading upstream, client: 127.0.0.1, server: , request: "GET /httptest/wikipedia_russia_files/load_002.css HTTP/1.1", upstream: "http://127.0.0.1:8090/httptest/wikipedia_russia_files/load_002.css", host: "localhost:8010", referrer: "http://localhost:8010/httptest/wikipedia_russia.html"
2014/04/12 16:32:39 [warn] 12996#0: *9 upstream sent more data than specified in "Content-Length" header while reading upstream, client: 127.0.0.1, server: , request: "GET /httptest/wikipedia_russia_files/load.css HTTP/1.1", upstream: "http://127.0.0.1:8090/httptest/wikipedia_russia_files/load.css", host: "localhost:8010", referrer: "http://localhost:8010/httptest/wikipedia_russia.html"
2014/04/12 16:32:39 [warn] 12996#0: *19 upstream sent more data than specified in "Content-Length" header while reading upstream, client: 127.0.0.1, server: , request: "GET /httptest/wikipedia_russia_files/load_006.js HTTP/1.1", upstream: "http://127.0.0.1:8090/httptest/wikipedia_russia_files/load_006.js", host: "localhost:8010", referrer: "http://localhost:8010/httptest/wikipedia_russia.html"
2014/04/12 16:32:39 [warn] 12996#0: *13 upstream sent more data than specified in "Content-Length" header while reading upstream, client: 127.0.0.1, server: , request: "GET /httptest/wikipedia_russia_files/load_008.js HTTP/1.1", upstream: "http://127.0.0.1:8090/httptest/wikipedia_russia_files/load_008.js", host: "localhost:8010", referrer: "http://localhost:8010/httptest/wikipedia_russia.html"
2014/04/12 16:32:39 [warn] 12996#0: *8 upstream sent more data than specified in "Content-Length" header while reading upstream, client: 127.0.0.1, server: , request: "GET /httptest/wikipedia_russia_files/geoiplookup.js HTTP/1.1", upstream: "http://127.0.0.1:8090/httptest/wikipedia_russia_files/geoiplookup.js", host: "localhost:8010", referrer: "http://localhost:8010/httptest/wikipedia_russia.html"
2014/04/12 16:32:40 [warn] 12996#0: *9 upstream sent more data than specified in "Content-Length" header while reading upstream, client: 127.0.0.1, server: , request: "GET /httptest/wikipedia_russia_files/load_004.js HTTP/1.1", upstream: "http://127.0.0.1:8090/httptest/wikipedia_russia_files/load_004.js", host: "localhost:8010", referrer: "http://localhost:8010/httptest/wikipedia_russia.html"
2014/04/12 16:32:40 [warn] 12996#0: *17 upstream sent more data than specified in "Content-Length" header while reading upstream, client: 127.0.0.1, server: , request: "GET /httptest/wikipedia_russia_files/load_009.js HTTP/1.1", upstream: "http://127.0.0.1:8090/httptest/wikipedia_russia_files/load_009.js", host: "localhost:8010", referrer: "http://localhost:8010/httptest/wikipedia_russia.html"
2014/04/12 16:32:40 [warn] 12996#0: *23 upstream sent more data than specified in "Content-Length" header while reading upstream, client: 127.0.0.1, server: , request: "GET /httptest/wikipedia_russia_files/load.js HTTP/1.1", upstream: "http://127.0.0.1:8090/httptest/wikipedia_russia_files/load.js", host: "localhost:8010", referrer: "http://localhost:8010/httptest/wikipedia_russia.html"
2014/04/12 16:32:40 [warn] 12996#0: *8 upstream sent more data than specified in "Content-Length" header while reading upstream, client: 127.0.0.1, server: , request: "GET /httptest/wikipedia_russia_files/index_002.js HTTP/1.1", upstream: "http://127.0.0.1:8090/httptest/wikipedia_russia_files/index_002.js", host: "localhost:8010", referrer: "http://localhost:8010/httptest/wikipedia_russia.html"
2014/04/12 16:32:40 [warn] 12996#0: *15 upstream sent more data than specified in "Content-Length" header while reading upstream, client: 127.0.0.1, server: , request: "GET /httptest/wikipedia_russia_files/load_007.js HTTP/1.1", upstream: "http://127.0.0.1:8090/httptest/wikipedia_russia_files/load_007.js", host: "localhost:8010", referrer: "http://localhost:8010/httptest/wikipedia_russia.html"
